0.000000,35.429713,0.000000,-35.429713,0.000000,inf
0.000000,56.786830,0.000000,85.180244,0.000000,inf
0.000000,4.674919,0.000000,-4.674919,0.000000,inf
0.000000,24.072900,0.000000,-24.072900,0.000000,inf
0.000000,15.787996,0.000000,-15.787996,0.000000,inf
0.000000,54.456464,0.000000,81.684696,0.000000,inf
0.000000,2.763782,0.000000,-2.763782,0.000000,inf
0.000000,63.541146,0.000000,95.311719,0.000000,0.000000
0.000000,25.279924,0.000000,-25.279924,0.000000,inf
0.000000,56.350375,0.000000,84.525563,0.000000,inf
0.000000,36.576714,0.000000,-36.576714,0.000000,inf
0.000000,65.634407,0.000000,98.451610,0.000000,inf
0.000000,19.778930,0.000000,-19.778930,0.000000,inf
0.000000,93.206590,0.000000,-93.206590,0.000000,inf
0.000000,69.374303,0.000000,104.061454,0.000000,inf
0.000000,5.642898,0.000000,-5.642898,0.000000,inf
0.000000,15.145536,0.000000,-15.145536,0.000000,inf
0.000000,55.470916,0.000000,83.206374,62.814804,inf
0.000000,13.421105,0.000000,-13.421105,0.000000,inf
0.000000,77.157106,0.000000,-77.157106,0.000000,inf
0.000000,68.492638,0.000000,102.738957,0.000000,inf
0.000000,64.592275,0.000000,96.888413,62.852825,0.000000
0.000000,11.970779,0.000000,-11.970779,0.000000,inf
0.000000,50.891040,0.000000,76.336560,62.724160,inf
0.000000,21.184079,0.000000,-21.184079,0.000000,inf
0.000000,18.881122,0.000000,-18.881122,0.000000,inf
0.000000,68.025014,0.000000,102.037520,0.000000,inf
0.000000,61.284542,0.000000,91.926812,62.870958,inf
0.000000,95.366081,0.000000,-95.366081,0.000000,inf
0.000000,35.560483,0.000000,-35.560483,0.000000,inf
0.000000,40.352462,0.000000,-40.352462,0.000000,inf
0.000000,8.556323,0.000000,-8.556323,0.000000,inf
0.000000,6.972846,0.000000,-6.972846,0.000000,inf
0.000000,70.934731,0.000000,106.402096,0.000000,inf
0.000000,9.730761,0.000000,-9.730761,0.000000,inf
0.000000,57.734210,0.000000,86.601315,62.828539,inf
0.000000,26.310506,0.000000,-26.310506,0.000000,inf
0.000000,79.903747,0.000000,-79.903747,0.000000,inf
0.000000,52.785959,0.000000,79.178939,62.695286,inf
0.000000,6.836139,0.000000,-6.836139,0.000000,inf
0.000000,30.646206,0.000000,-30.646206,0.000000,inf
0.000000,94.808451,0.000000,-94.808451,0.000000,inf
0.000000,97.630105,0.000000,-97.630105,0.000000,inf
0.000000,85.732181,0.000000,-85.732181,0.000000,inf
0.000000,4.116767,0.000000,-4.116767,0.000000,inf
0.000000,57.602533,0.000000,86.403800,62.828539,inf
0.000000,3.587211,0.000000,-3.587211,0.000000,inf
0.000000,80.234662,0.000000,-80.234662,0.000000,inf
0.000000,79.678564,0.000000,-79.678564,0.000000,inf
0.000000,14.672457,0.000000,-14.672457,0.000000,inf
0.000000,65.026426,0.000000,97.539639,62.695286,-nan
